entity_a,entity_b,cross_transactions,shared_mailing,mailing_cluster_size,entity_a_known_bucket,entity_b_known_bucket,recommendation
HP TEXAS I LLC,HPA TEXAS SUB 2018-1 MS LLC,6,120 S RIVERSIDE PLZ CHICAGO IL 606066995,11,HP TEXAS,HPA TEXAS,verify via Texas SOS or Gemini Deep Research
