property_id,property_address,owner,bucket_keyword,warehouse_score,signals,is_developer_likely,mailing_address
843239,FIBER ( 7.438 MILES) HAYS CISD AUSTIN CITY 001636 R Use: L2 843239,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
843240,FIBER ( 28.976 MILES) DEL VALLE ISD AUSTIN CITY 001636 R Use: L2 843240,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
949628,FIBER ( 4.267 MILES) DEL VALLE ISD CREEDMOOR CITY 001636 R Use: L2,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
950831,FIBER ( 0.816 MILES) ELGIN ISD ELGIN CITY 001636 R Use: L2,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
950833,FIBER ( 2.140 MILES) AUSTIN ISD ONION CREEK 001636 R Use: L2,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
950834,FIBER ( 8.859 MILES) PFLUGERVILLE ISD PFLUGERVILLE CITY 001636 R Use: L2,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
950835,FIBER ( 17.287 MILES) AUSTIN ISD - RURAL 001636 R Use: L2,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
950836,FIBER ( 1.138 MILES) ELGIN ISD 001636 R Use: L2,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
950837,FIBER ( 0.391 MILES) MANOR ISD 001636 R Use: L2,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
950838,FIBER ( 9.610 MILES) PFLUGERVILLE ISD 001636 R Use: L2,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
950839,FIBER ( 0.377 MILES) ROUND ROCK ISD 001636 R Use: L2,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
950840,FIBER ( 4.350 MILES) MANOR ISD AUSTIN CITY 001636 R Use: L2,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
950841,FIBER ( 2.751 MILES) PFLUGERVILLE ISD AUSTIN CITY 001636 R Use: L2,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
963784,VARIOUS LOCATIONS,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
963785,VARIOUS LOCATIONS,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
976675,VARIOUS LOCATIONS,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
976677,VARIOUS LOCATIONS,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
976678,VARIOUS LOCATIONS,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
976679,VARIOUS LOCATIONS,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
976680,VARIOUS LOCATIONS,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
976681,VARIOUS LOCATIONS,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
989369,COMM. EQUIP. AISD 851976 R Use: L2,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
989370,COMM. EQUIP. AISD & CITY OF AUSTIN 851976 R Use: L2,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
989371,COMM. EQUIP. DEL VALLE ISD & CITY OF AUSTIN 851976 R Use: L2,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
989372,COMM. EQUIP. DEL VALLE ISD 851976 R Use: L2,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
989373,COMM. EQUIP. EANES ISD & CITY OF AUSTIN 851976 R Use: L2,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
989374,COMM. EQUIP. HAYS CISD 851976 R Use: L2,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
989375,COMM. EQUIP. LAKE TRAVIS ISD 851976 R Use: L2,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
989376,COMM. EQUIP. LAKE TRAVIS ISD & LAKEWAY 851976 R Use: L2,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
989377,COMM. EQUIP. PFLUGERVILLE ISD 851976 R Use: L2,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
989378,COMM. EQUIP. PFLUGERVILLE ISD & AUSTIN 851976 R Use: L2,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
989379,COMM. EQUIP. ROUND ROCK ISD 851976 R Use: L2,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
989380,COMM. EQUIP. ROUND ROCK ISD & AUSTIN 851976 R Use: L2,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
989413,FIBER ( 4.350 MILES) MANOR ISD AUSTIN CITY 001636 R Use: L2,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
989414,FIBER ( 0.083 MILES) EANES ISD AUSTIN CITY 001636 R Use: L2,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
989415,FIBER ( 0.067 MILES) EANES ISD RURAL 001636 R Use: L2,FIBERLIGHT LLC,,1,concentration:39,,ATTN: PROPERTY TAX DEPARTMENT 3000 SUMMIT PL STE 200 ALPHARETTA GA 300092524
255135,10220 RUTLAND VILLAGE 78758,FIG RE HOLDINGS LLC-10220R,,1,cluster:20,,3225 MCLEOD DR STE 777 LAS VEGAS NV 891212257
735224,601 BRUSHY ST 301 78702,FIG RE HOLDINGS LLC-601B,,1,cluster:20,,3225 MCLEOD DR STE 777 LAS VEGAS NV 891212257
244041,7712 SHOAL CREEK BLVD AUSTIN 78757,FIG RE HOLDINGS LLC-7712S,,1,cluster:20,,3225 MCLEOD DR STE 100 LAS VEGAS NV 891212257
322305,6724 OASIS DR AUSTIN 78749,FINKLE IS EINHORN LLC,,1,cluster:12,,1801 S MOPAC EXPY STE 100 AUSTIN TX 787467546
324179,2703 DEERINGHILL DR AUSTIN 78745,FINKLE IS EINHORN LLC,,1,cluster:12,,1801 S MOPAC EXPY STE 100 AUSTIN TX 787467546
332586,709 WILLIAM CANNON DR 78745,FIRST CANNON PARTNERS INC,,1,cluster:11,,2623 JONES RD AUSTIN TX 787452640
251754,10001 QUAIL HUTCH DR 78758,FIRST DOUBLE LLC,,1,cluster:10,,3600 BALCONES DR AUSTIN TX USA 787315804
193524,2150 7 ST 78702,FM 1327 PLAZA INC,,1,cluster:11,,2623 JONES RD AUSTIN TX 787452640
780868,9401 U S HY 183 78747,FM 1327 PLAZA INC,,1,cluster:11,,2623 JONES RD AUSTIN TX 787452640
447946,12701 ANGEL SIDE DR 78641,FM1431 INVESTMENTS LLC,,1,cluster:113,,5900 BALCONES DR STE 100 AUSTIN TX 787314298
226710,5900 AIRPORT BLVD 78751,FOUNDATION COMMUNITIES INC,,1,cluster:11,,3000 S INTERSTATE 35 STE 300 AUSTIN TX 787046536
228176,5906 AIRPORT BLVD 78751,FOUNDATION COMMUNITIES INC,,1,cluster:11,,3000 S INTERSTATE 35 STE 300 AUSTIN TX 787046536
399790,3000 INTERSTATE HY 35 300 AUSTIN 78704,FOUNDATION COMMUNITIES INC,,1,cluster:11,,3000 S INTERSTATE 35 STE 300 AUSTIN TX 787046536
870034,5900 AIRPORT BLVD AUSTIN 78751,FOUNDATION COMMUNITIES INC,,1,cluster:11,,3000 S INTERSTATE 35 STE 300 AUSTIN TX 787046536
210343,3004 HEMPHILL PARK 78705,FRIENDS OF HEMPHILL PARK LP,,1,cluster:13,,804 CONGRESS AVE STE 300 AUSTIN TX 787012630
210344,400 30 ST 78705,FRIENDS OF HEMPHILL PARK LP,,1,cluster:13,,804 CONGRESS AVE STE 300 AUSTIN TX 787012630
210345,402 30 ST 78705,FRIENDS OF HEMPHILL PARK LP,,1,cluster:13,,804 CONGRESS AVE STE 300 AUSTIN TX 787012630
210504,409 30 ST 78705,FRIENDS OF HEMPHILL PARK LP,,1,cluster:13,,804 CONGRESS AVE STE 300 AUSTIN TX 787012630
455135,1301 MO-PAC EXPRESSWAY 78746,G&I VII BARTON SKYWAY LP,,1,cluster:12,,% BRANDYWINE REALTY TRUST - AUSTIN CIRA CENTRE 2929 ARCH ST STE 1800 PHILADELPHIA PA 191047324
542723,11305 FOUR POINTS DR 78734,G&I VII FOUR POINTS LP,,1,cluster:12,,% BRANDYWINE REALTY TRUST - AUSTIN CIRA CENTRE 2929 ARCH ST STE 1800 PHILADELPHIA PA 191047324
522984,6500 RIVER PLACE BLVD 78730,G&I VII RIVER PLACE LP,,1,cluster:12,,% BRANDYWINE REALTY TRUST - AUSTIN CIRA CENTRE 2929 ARCH ST STE 1800 PHILADELPHIA PA 191047324
735138,12800 PEARCE LN 78617,GAB PARTNERS INC,,1,cluster:11,,2623 JONES RD AUSTIN TX 787452640
773659,5120 ROSS RD 78617,GAB PARTNERS INC,,1,cluster:11,,2623 JONES RD AUSTIN TX 787452640
810212,5200 ROSS RD 78617,GAB PARTNERS INC,,1,cluster:11,,2623 JONES RD AUSTIN TX 787452640
962803,18311 SPRING LN 78703,GALADRIEL LLC,,1,cluster:113,,5900 BALCONES DR STE 100 AUSTIN TX 787314298
330133,1015 WILLIAM CANNON DR 78745,GARDEN TERRACE HOUSING CORP,,1,cluster:11,,3000 S INTERSTATE 35 STE 300 AUSTIN TX 787046536
256702,1768 CRICKET HOLLOW DR AUSTIN 78758,GATEWAY ASSETS TX LLC SERIES D,,1,cluster:113,,5900 BALCONES DR STE 100 AUSTIN TX 787314298
114696,2804 CHERRY LN AUSTIN 78703,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
938962,9504 PETRICHOR BLVD 78653,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
966772,9701 PETRICHOR BLVD 78653,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
966841,9401 GLADSOME PTH 78653,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
966843,9409 GLADSOME PTH 78653,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
967555,20236 SMEDLEY DR 78660,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
967559,20220 SMEDLEY DR 78660,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
967560,20216 SMEDLEY DR 78660,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
967612,20212 ROANTREE LN 78660,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
967621,20229 SMEDLEY DR 78660,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
967622,20233 SMEDLEY DR 78660,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
967627,20233 DUSTIN LN 78660,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
967628,20237 DUSTIN LN 78660,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
967629,20241 DUSTIN LN 78660,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
967661,4216 BOBO DR 78660,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
967698,20408 SMEDLEY DR 78660,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
967699,20404 SMEDLEY DR 78660,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
967729,20621 DUSTIN LN 78660,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
967730,20625 DUSTIN LN 78660,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
967742,20737 DUSTIN LN 78660,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
980156,17604 AREND PATH 78653,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
980159,19140 AREND PATH 78653,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
980165,17700 HENKES VW 78653,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
980193,19109 MORELAND LN 78653,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
980194,19113 MORELAND LN 78653,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
980195,19117 MORELAND LN 78653,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
980220,19121 MORELAND LN 78653,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
980221,19125 MORELAND LN 78653,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
980266,19128 SEDGE WREN LN 78653,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
980267,19124 SEDGE WREN LN 78653,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
980295,19017 SEDGE WREN LN 78653,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
980296,19021 SEDGE WREN LN 78653,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
980297,19025 SEDGE WREN LN 78653,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
980318,19016 ARIEL ELENA WAY 78653,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
997353,HELENS CATCH DR PFLUGERVILLE 78660,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
997362,GRACES PATH PFLUGERVILLE 78660,GFO HOME LLC,,1,concentration:36,,1717 MCKINNEY AVE STE 1590 DALLAS TX 752021242
956552,F M RD 969 78725,GILBERT 2.7 LLC,,1,cluster:18,,3839 BEE CAVES RD STE 200 WEST LAKE HILLS TX 787466400
482582,1741 ROWE LOOP PFLUGERVILLE 78660,GLADES LLC,,1,cluster:11,,21100 CARRIES RANCH RD PFLUGERVILLE TX 786606423
482587,2125 ROWE LOOP PFLUGERVILLE 78660,GLADES LLC,,1,cluster:11,,21100 CARRIES RANCH RD PFLUGERVILLE TX 786606423
482593,2118 ROWE LOOP PFLUGERVILLE 78660,GLADES LLC,,1,cluster:11,,21100 CARRIES RANCH RD PFLUGERVILLE TX 786606423
226958,7302 HARTNELL DR 78723,GLORIA TERRA GRATIA LLC,,1,cluster:113,,5900 BALCONES DR STE 100 AUSTIN TX 787314298
837472,6506 DECKER LN 78724,GOLD A & A INC,,1,cluster:10,,1900 E ANDERSON LN STE 103 AUSTIN TX 787521979
961828,6506 DECKER LN 78724,GOLD A & A INC,,1,cluster:10,,1900 E ANDERSON LN STE 103 AUSTIN TX 787521979
558249,1701 BEN WHITE BLVD 165 AUSTIN 78704,GOLDS GYM TEXAS LLC,,1,concentration:9,,2100 MCKINNEY AVE 700 DALLAS TX 752011803
558250,6001 MIDDLE FISKVILLE RD AUSTIN 78752,GOLDS GYM TEXAS LLC,,1,concentration:9,,2100 MCKINNEY AVE 700 DALLAS TX 752011803
558251,115 6 ST 78701,GOLDS GYM TEXAS LLC,,1,concentration:9,,2100 MCKINNEY AVE 700 DALLAS TX 752011803
558253,4404 WILLIAM CANNON DR AUSTIN 78749,GOLDS GYM TEXAS LLC,,1,concentration:9,,2100 MCKINNEY AVE 700 DALLAS TX 752011803
558254,12480 BEE CAVE RD AUSTIN 78733,GOLDS GYM TEXAS LLC,,1,concentration:9,,2100 MCKINNEY AVE 700 DALLAS TX 752011803
558256,801 WILLIAM CANNON DR 105 AUSTIN 78749,GOLDS GYM TEXAS LLC,,1,concentration:9,,2100 MCKINNEY AVE 700 DALLAS TX 752011803
835375,701 CAPITAL OF TX HY P-860 78746,GOLDS GYM TEXAS LLC,,1,concentration:9,,2100 MCKINNEY AVE 700 DALLAS TX 752011803
880933,21315 STATE HY 130 1 PFLUGERVILLE 78660,GOLDS GYM TEXAS LLC,,1,concentration:9,,2100 MCKINNEY AVE 700 DALLAS TX 752011803
932812,8900 CONGRESS AVE BLD 1 AUSTIN 78745,GOLDS GYM TEXAS LLC,,1,concentration:9,,2100 MCKINNEY AVE 700 DALLAS TX 752011803
394160,11950 JOLLYVILLE RD AUSTIN 78759,GOODWIN PARTNERS INC,,1,cluster:32,,% GOODWIN MANAGEMENT INC PO BOX 203310 AUSTIN TX 787203310
229240,1204 RADCLIFF DR 78752,GOREWAI LLC,,1,cluster:113,,5900 BALCONES DR STE 100 AUSTIN TX 787314298
252148,907 FIELDWOOD DR 78758,GOREWAI LLC,,1,cluster:113,,5900 BALCONES DR STE 100 AUSTIN TX 787314298
293516,5507 PALO BLANCO LN AUSTIN 78744,GRAND CENTRAL YOUNG TEAM LLC,,1,cluster:28,,PO BOX 304 DRIFTWOOD TX 786190304
328106,6200 SOFT WIND CIR 78745,GREEN LIGHT TX HOLDINGS LLC,,1,cluster:15,,5900 BALCONES DR STE 100 AUSTIN TX USA 787314298
259066,ABS 63 SUR 62 BACON S ACR 59.765 (1-D-1)(1-D-1W),GREGG LANE DEV LLC,,1,cluster:15,,101 PARKLANE BLVD STE 102 SUGAR LAND TX 774785521
962885,GREGG LN 78653,GREGG LANE DEV LLC,,1,cluster:15,,101 PARKLANE BLVD STE 102 SUGAR LAND TX 774785521
997355,CELE RD PFLUGERVILLE 78660,GROVE HAY LOT LLC,,1,cluster:11,,21100 CARRIES RANCH RD PFLUGERVILLE TX 786606423
997394,CELE RD PFLUGERVILLE 78660,GROVE HAY LOT LLC,,1,cluster:11,,21100 CARRIES RANCH RD PFLUGERVILLE TX 786606423
121363,1818 35 ST 78731,GTT 1818 LP,,1,cluster:13,,804 CONGRESS AVE STE 300 AUSTIN TX 787012630
179004,6103 LAKE SHORE DR 78645,GUADALUPE HILL LLC,,1,cluster:10,,100 CONGRESS AVE STE 1100 AUSTIN TX 787014042
277056,15918 WINDERMERE DR 78660,HABAKKUK PROPERTIES LTD,,1,cluster:17,,PO BOX 789 ROUND ROCK TX 786800789
922954,1301 BLACK LOCUST DR 78660,HAGGAI PROPERTIES LTD,,1,cluster:17,,PO BOX 789 ROUND ROCK TX 786800789
245031,9701 HANSFORD DR 78753,HANSFORD LLC,,1,cluster:10,,3600 BALCONES DR AUSTIN TX USA 787315804
586745,2111 MAXWELL LN 78741,HAPPY TEXAS PROPERTIES LLC,,1,cluster:113,,5900 BALCONES DR STE 100 AUSTIN TX 787314298
875133,712 SILVER WING DR 78725,HAPPY TEXAS PROPERTIES LLC,,1,cluster:113,,5900 BALCONES DR STE 100 AUSTIN TX 787314298
895612,3800 LAMAR BLVD 200 AUSTIN 78756,HARKI CONSULTING LLC,,1,cluster:12,,3800 N LAMAR BLVD # 200 AUSTIN TX 787560003
588176,1905 MELISSA OAKS LN 78744,HARRINGTON CHARLES TRUST,,1,cluster:11,,336 S CONGRESS AVE STE 100 AUSTIN TX 787041265
843264,LOT 46 BLK B GLENCOE SUBD AMENDED (LANDSCAPE),HARRIS BRANCH RESIDENTIAL PROP OWNERS INC,,1,cluster:32,,% GOODWIN MANAGEMENT INC PO BOX 203310 AUSTIN TX 787203310
843269,LOT 47 BLK B GLENCOE SUBD AMENDED (OPEN SPACE),HARRIS BRANCH RESIDENTIAL PROP OWNERS INC,,1,cluster:32,,% GOODWIN MANAGEMENT INC PO BOX 203310 AUSTIN TX 787203310
843325,LOT 24 BLK A GLENCOE SUBD AMENDED (LANDSCAPE),HARRIS BRANCH RESIDENTIAL PROP OWNERS INC,,1,cluster:32,,% GOODWIN MANAGEMENT INC PO BOX 203310 AUSTIN TX 787203310
843315,LOT 9 BLK B GLENCOE SUBD AMENDED (PEDESTRIAN ACCESS),HARRIS BRANCH RESIDENTIAL PROPERTY OWNERS INC,,1,cluster:32,,% GOODWIN MANAGEMENT INC PO BOX 203310 AUSTIN TX 787203310
843323,LOT 1 BLK B GLENCOE SUBD AMENDED (LANDSCAPE),HARRIS BRANCH RESIDENTIAL PROPERTY OWNERS INC,,1,cluster:32,,% GOODWIN MANAGEMENT INC PO BOX 203310 AUSTIN TX 787203310
843324,LOT 2 BLK B GLENCOE SUBD AMENDED (WATER QUALITY/DRAINAGE EASEMENT),HARRIS BRANCH RESIDENTIAL PROPERTY OWNERS INC,,1,cluster:32,,% GOODWIN MANAGEMENT INC PO BOX 203310 AUSTIN TX 787203310
812847,405 COLORADO ST 78701,HARRIS SUSAN CHILES TRUST ETAL,,1,cluster:12,,% BRANDYWINE REALTY TRUST - AUSTIN CIRA CENTRE 2929 ARCH ST STE 1800 PHILADELPHIA PA 191047324
272206,4505 SECLUDED HOLW 78727,HEJL LIVING TRUST,,1,cluster:11,,4505 SECLUDED HOLLOW AUSTIN TX 787271704
147169,2104 CRAZYHORSE PASS 78734,HEP II TEXAS SUB 2019-1 LLC,,1,cluster:11,,120 S RIVERSIDE PLZ STE 2000 CHICAGO IL 606066995
279897,1011 BLACK LOCUST DR 78660,HICKERSON COLBY ROSS TRUST,,1,cluster:17,,PO BOX 789 ROUND ROCK TX 786800789
228978,404 HIGHLAND MALL BLVD 78752,HIGHLAND MALL BLVD LLC,,1,cluster:27,,609A WOOD ST AUSTIN TX 787035417
860840,21402 GREYLAG DR PFLUGERVILLE 78660,HILL COUNTRY ONE LLC,,1,cluster:20,,3225 MCLEOD DR STE 100 LAS VEGAS NV 891212257
107838,3423 BEE CAVE RD 78746,HILL COUNTRY SPECIALISTS LLC,,1,cluster:12,,701 S LAMAR BLVD STE C AUSTIN TX 787041547
495671,3210 HILLBILLY LN 78746,HILLBILLY SLIP TRUST,,1,cluster:10,,100 CONGRESS AVE STE 1100 AUSTIN TX 787014042
793638,3208 HILLBILLY LN 78746,HILLBILLY SLIP TRUST,,1,cluster:10,,100 CONGRESS AVE STE 1100 AUSTIN TX 787014042
116858,2404 INDIAN TRL 78703,HINTON LUCINDA TRUST ETAL,,1,cluster:11,,336 S CONGRESS AVE STE 100 AUSTIN TX 787041265
192798,407 COLORADO ST 78701,HINTON LUCINDA TRUST ETAL,,1,cluster:11,,336 S CONGRESS AVE STE 100 AUSTIN TX 787041265
346428,3600 KELLYWOOD DR 78739,HOLDSWORTH PAT ANN SURVIVORS TRUST,,1,cluster:113,,5900 BALCONES DR STE 100 AUSTIN TX 787314298
277249,16112 STONEHAM CIR 78660,HOLLY HICKERSON PROPERTIES NO 1 LLC,,1,cluster:17,,PO BOX 789 ROUND ROCK TX 786800789
277251,16108 STONEHAM CIR 78660,HOLLY HICKERSON PROPERTIES NO 1 LLC,,1,cluster:17,,PO BOX 789 ROUND ROCK TX 786800789
532197,4213 DEER LN 78749,HOMEOWNERS ASSN FOR DEER HAVEN INC,,1,cluster:32,,% GOODWIN MANAGEMENT INC PO BOX 203310 AUSTIN TX 787203310
532213,8917 OVALLA DR 78749,HOMEOWNERS ASSN FOR DEER HAVEN INC,,1,cluster:32,,% GOODWIN MANAGEMENT INC PO BOX 203310 AUSTIN TX 787203310
532364,9108 OVALLA DR 78749,HOMEOWNERS ASSN FOR DEER HAVEN INC,,1,cluster:32,,% GOODWIN MANAGEMENT INC PO BOX 203310 AUSTIN TX 787203310
532380,9109 OVALLA DR 78749,HOMEOWNERS ASSN FOR DEER HAVEN INC,,1,cluster:32,,% GOODWIN MANAGEMENT INC PO BOX 203310 AUSTIN TX 787203310
910164,LOT 3 WINDERMERE PARKE GARDEN VILLAS SEC 1,HOSEA PROPERTIES LTD,,1,cluster:17,,PO BOX 789 ROUND ROCK TX 786800789
910165,LOT 2 WINDERMERE PARKE GARDEN VILLAS SEC 1,HOSEA PROPERTIES LTD,,1,cluster:17,,PO BOX 789 ROUND ROCK TX 786800789
910166,LOT 1 WINDERMERE PARKE GARDEN VILLAS SEC 1,HOSEA PROPERTIES LTD,,1,cluster:17,,PO BOX 789 ROUND ROCK TX 786800789
226510,826 HOUSTON ST,HOULA LLC,,1,cluster:12,,701 S LAMAR BLVD STE C AUSTIN TX 787041547
